0	1	0	1	(-415.9,274.458,681.358)	(-415.9,274.458,681.358)	-415.9	274.458	681.358	gamma	0	
0	1	0	2	(-415.9,274.458,629.809)	(-415.9,274.458,629.809)	-415.9	274.458	629.809	gamma	0.171947	
0	1	0	1	(-52.597,1.87221,600.977)	(-52.597,1.87221,600.977)	-52.597	1.87221	600.977	gamma	0	
0	1	0	3	(-415.465,273.805,619.813)	(-415.465,273.805,619.813)	-415.465	273.805	619.813	gamma	0.205394	
0	1	0	4	(-416.702,269.005,616.094)	(-416.702,269.005,616.094)	-416.702	269.005	616.094	gamma	0.226065	
0	1	0	5	(-422.404,256.919,602.702)	(-422.404,256.919,602.702)	-422.404	256.919	602.702	gamma	0.289172	
0	1	0	6	(-433.449,253.005,592.1)	(-433.449,253.005,592.1)	-433.449	253.005	592.1	gamma	0.341882	
0	1	0	1	(127.842,-534.049,747.039)	(127.842,-534.049,747.039)	127.842	-534.049	747.039	gamma	0	
0	1	0	1	(374.956,506.116,790.542)	(374.956,506.116,790.542)	374.956	506.116	790.542	gamma	0	
0	1	0	7	(-600,244.244,652.822)	(-600,244.244,652.822)	-600	244.244	652.822	gamma	0.933929	
0	1	0	2	(127.842,-534.049,713.391)	(127.842,-534.049,713.391)	127.842	-534.049	713.391	gamma	0.112239	
0	1	0	2	(-52.597,1.87221,599.083)	(-52.597,1.87221,599.083)	-52.597	1.87221	599.083	gamma	0.00631731	
0	1	0	3	(-16.1431,2.03157,553.055)	(-16.1431,2.03157,553.055)	-16.1431	2.03157	553.055	gamma	0.202171	
0	1	0	1	(-443.615,-26.1738,762.783)	(-443.615,-26.1738,762.783)	-443.615	-26.1738	762.783	gamma	0	
0	1	0	3	(156.471,-525.89,699.921)	(156.471,-525.89,699.921)	156.471	-525.89	699.921	gamma	0.221227	
0	1	0	4	(-3.88544,-0.285129,524.86)	(-3.88544,-0.285129,524.86)	-3.88544	-0.285129	524.86	gamma	0.305012	
0	1	0	2	(-443.615,-26.1738,718.908)	(-443.615,-26.1738,718.908)	-443.615	-26.1738	718.908	gamma	0.146349	
0	1	0	2	(374.956,506.116,721.348)	(374.956,506.116,721.348)	374.956	506.116	721.348	gamma	0.230803	
0	1	0	1	(207.216,67.0205,676.862)	(207.216,67.0205,676.862)	207.216	67.0205	676.862	gamma	0	
0	1	0	4	(154.057,-529.364,686.648)	(154.057,-529.364,686.648)	154.057	-529.364	686.648	gamma	0.267696	
0	1	0	1	(434.462,287.136,776.571)	(434.462,287.136,776.571)	434.462	287.136	776.571	gamma	0	
0	1	0	5	(-6.40962,5.35696,529.256)	(-6.40962,5.35696,529.256)	-6.40962	5.35696	529.256	gamma	0.330313	
0	1	0	3	(-458.994,-41.1301,714.53)	(-458.994,-41.1301,714.53)	-458.994	-41.1301	714.53	gamma	0.219382	
0	1	0	1	(215.382,-259.655,500)	(215.382,-259.655,500)	215.382	-259.655	500	gamma	0.329895	
0	1	0	3	(354.289,515.382,674.389)	(354.289,515.382,674.389)	354.289	515.382	674.389	gamma	0.404711	
0	1	0	2	(207.216,67.0205,673.271)	(207.216,67.0205,673.271)	207.216	67.0205	673.271	gamma	0.0119796	
0	1	0	1	(-138.329,-93.3831,568.798)	(-138.329,-93.3831,568.798)	-138.329	-93.3831	568.798	gamma	0.019253	
0	1	0	1	(-378.92,30.6162,550.764)	(-378.92,30.6162,550.764)	-378.92	30.6162	550.764	gamma	0.0919492	
0	1	0	6	(-9.59145,10.1352,532.467)	(-9.59145,10.1352,532.467)	-9.59145	10.1352	532.467	gamma	0.352254	
0	1	0	4	(-461.871,-82.2433,721.003)	(-461.871,-82.2433,721.003)	-461.871	-82.2433	721.003	gamma	0.358542	
0	1	0	2	(215.382,-259.655,238.756)	(215.382,-259.655,238.756)	215.382	-259.655	238.756	gamma	1.20131	
0	1	0	4	(365.151,508.768,643.651)	(365.151,508.768,643.651)	365.151	508.768	643.651	gamma	0.515669	
0	1	0	3	(218.031,74.8568,644.939)	(218.031,74.8568,644.939)	218.031	74.8568	644.939	gamma	0.116456	
0	1	0	2	(-122.09,-95.9671,555.792)	(-122.09,-95.9671,555.792)	-122.09	-95.9671	555.792	gamma	0.089185	
0	1	0	2	(-401.992,92.8556,547.875)	(-401.992,92.8556,547.875)	-401.992	92.8556	547.875	gamma	0.313573	
0	4	1	1	(154.084,-529.338,686.521)	(154.084,-529.338,686.521)	154.084	-529.338	686.521	e-	0.268269	
0	1	0	2	(434.462,287.136,774.224)	(434.462,287.136,774.224)	434.462	287.136	774.224	gamma	0.00782881	
0	1	0	7	(14.8132,-13.7326,539.276)	(14.8132,-13.7326,539.276)	14.8132	-13.7326	539.276	gamma	0.468362	
0	1	0	5	(-461.139,-75.6457,737.7)	(-461.139,-75.6457,737.7)	-461.139	-75.6457	737.7	gamma	0.418475	
0	1	0	3	(217.302,-258.752,200)	(217.302,-258.752,200)	217.302	-258.752	200	gamma	1.33078	
0	1	0	5	(401.383,490.472,544.345)	(401.383,490.472,544.345)	401.383	490.472	544.345	gamma	0.87352	
0	1	0	4	(236.064,86.2399,601.571)	(236.064,86.2399,601.571)	236.064	86.2399	601.571	gamma	0.27766	
0	1	0	6	(-515.545,-29.6458,755.683)	(-515.545,-29.6458,755.683)	-515.545	-29.6458	755.683	gamma	0.663579	
0	1	0	4	(222.255,-256.423,100)	(222.255,-256.423,100)	222.255	-256.423	100	gamma	1.66484	
0	1	0	6	(402.685,493.662,545.696)	(402.685,493.662,545.696)	402.685	493.662	545.696	gamma	0.885866	
0	1	0	5	(219.497,101.732,593.159)	(219.497,101.732,593.159)	219.497	101.732	593.159	gamma	0.358353	
0	1	0	3	(-106.441,-94.6126,561.389)	(-106.441,-94.6126,561.389)	-106.441	-94.6126	561.389	gamma	0.144805	
0	1	0	3	(-389.697,100.952,542.432)	(-389.697,100.952,542.432)	-389.697	100.952	542.432	gamma	0.365928	
0	3	1	1	(156.57,-525.851,699.931)	(156.57,-525.851,699.931)	156.57	-525.851	699.931	e-	0.221708	
0	1	0	3	(390.65,265.518,750.883)	(390.65,265.518,750.883)	390.65	265.518	750.883	gamma	0.188436	
0	1	0	7	(-514.603,-32.6291,758.07)	(-514.603,-32.6291,758.07)	-514.603	-32.6291	758.07	gamma	0.676705	
0	1	0	5	(227.207,-254.094,0)	(227.207,-254.094,0)	227.207	-254.094	0	gamma	1.99891	
0	1	0	7	(400.857,491.078,538.247)	(400.857,491.078,538.247)	400.857	491.078	538.247	gamma	0.912868	
0	1	0	6	(215.534,110.581,586.149)	(215.534,110.581,586.149)	215.534	110.581	586.149	gamma	0.398263	
0	1	0	4	(-110.683,-94.3478,562.775)	(-110.683,-94.3478,562.775)	-110.683	-94.3478	562.775	gamma	0.159717	
0	1	0	4	(-387.972,99.3583,542.556)	(-387.972,99.3583,542.556)	-387.972	99.3583	542.556	gamma	0.373771	
0	6	1	1	(-433.46,252.984,592.017)	(-433.46,252.984,592.017)	-433.46	252.984	592.017	e-	0.342284	
0	1	0	8	(-525.183,-35.3317,722.123)	(-525.183,-35.3317,722.123)	-525.183	-35.3317	722.123	gamma	0.80202	
0	1	0	6	(256.925,-240.118,-600)	(256.925,-240.118,-600)	256.925	-240.118	-600	gamma	4.00329	
0	14	1	1	(400.857,491.078,538.247)	(400.857,491.078,538.247)	400.857	491.078	538.247	e-	0.912868	
0	1	0	7	(211.084,102.095,580.384)	(211.084,102.095,580.384)	211.084	102.095	580.384	gamma	0.435564	
0	1	0	5	(-110.351,-102.272,567.895)	(-110.351,-102.272,567.895)	-110.351	-102.272	567.895	gamma	0.191206	
0	1	0	5	(-388.363,102.317,541.073)	(-388.363,102.317,541.073)	-388.363	102.317	541.073	gamma	0.384885	
0	5	1	1	(-422.387,256.893,602.692)	(-422.387,256.893,602.692)	-422.387	256.893	602.692	e-	0.289355	
0	2	1	1	(127.588,-534.121,712.733)	(127.588,-534.121,712.733)	127.588	-534.121	712.733	e-	0.114772	
0	1	0	4	(390.717,265.603,750.881)	(390.717,265.603,750.881)	390.717	265.603	750.881	gamma	0.188795	
0	1	0	8	(-36.7797,-38.7414,518.019)	(-36.7797,-38.7414,518.019)	-36.7797	-38.7414	518.019	gamma	0.672331	
0	2	1	1	(215.382,-259.655,238.756)	(215.382,-259.655,238.756)	215.382	-259.655	238.756	e-	1.20132	
